id_1,id_2,true_ged
8116,474,17
8116,526,20
8116,576,17
8116,810,17
8116,892,17
8116,949,16
8116,985,18
8116,1065,18
8116,1088,17
8116,1156,16
8116,1318,17
8116,1404,16
8116,1439,16
8116,1584,16
8116,1621,16
8116,1640,16
8116,1731,15
8116,1768,17
8116,1828,18
8116,1855,17
8116,1969,16
8116,1973,16
8116,2012,16
8116,2027,18
8116,2050,17
8116,2051,17
8116,2079,16
8116,2143,17
8116,2350,17
8116,2459,16
8116,2629,16
8116,2644,17
8116,2692,18
8116,2727,17
8116,2821,16
8116,2906,17
8116,2964,18
8116,3053,16
8116,3056,17
8116,3063,16
8116,3362,17
8116,3441,16
8116,3666,18
8116,3718,18
8116,3753,17
8116,3759,18
8116,3760,18
8116,3761,18
8116,3776,17
8116,3939,17
8116,4141,17
8116,4142,18
8116,4492,16
8116,4613,18
8116,5014,17
8116,5039,16
8116,5297,17
8116,5418,20
8116,5496,17
8116,5580,17
8116,5594,16
8116,6001,18
8116,6035,16
8116,6226,17
8116,6263,17
8116,6395,16
8116,6578,17
8116,6732,16
8116,6896,17
8116,7512,16
8116,7567,17
8116,7763,18
8116,8152,18
8116,8393,16
8116,8510,16
8116,9008,17
8116,9599,16
8116,9902,16
8116,9930,16
8116,9948,17
8116,9981,18
8116,10101,17
8116,10300,16
8116,10625,18
8116,10945,17
8116,10972,16
8116,11129,17
8116,11145,16
8116,11424,16
8116,13194,17
8116,13231,16
8116,13916,17
8116,14311,18
8116,14733,16
8116,15693,16
8116,15842,17
8116,18877,16
8116,18930,16
8116,20115,16
8116,20452,19
8116,20477,16
8116,20687,16
8116,20690,17
8116,20692,16
8116,20695,16
8116,20697,16
8116,21019,16
8116,21733,18
8116,23527,17
8116,23557,17
8116,23611,17
8116,24418,16
8116,25923,18
8116,25924,18
8116,25931,18
8116,27860,16
8116,28148,17
8116,28388,16
8116,28430,16
8116,28436,17
8116,28556,17
8116,29815,17
8116,30298,17
8116,31109,18
8116,31110,18
8116,31111,18
8116,31568,15
8116,32861,17
8116,32866,17
8116,34215,17
8116,34221,17
8116,35057,16
8116,35317,17
8116,35329,16
8116,35330,17
8116,35341,17
8116,36116,15
8116,36306,17
8116,36649,16
8116,37745,17
8116,39370,17
8116,39958,17
8116,42160,16
8116,42165,16
8116,52,16
8116,350,16
8116,906,17
8116,940,16
8116,1014,16
8116,1047,16
8116,1436,17
8116,1693,18
8116,1939,16
8116,1987,17
8116,2024,16
8116,2127,17
8116,2622,16
8116,3950,17
8116,4263,17
8116,4463,18
8116,4935,17
8116,5306,17
8116,5343,17
8116,5640,16
8116,6216,16
8116,6260,16
8116,6265,17
8116,6396,17
8116,6756,17
8116,6786,16
8116,8124,18
8116,9833,16
8116,11572,17
8116,12435,17
8116,13232,16
8116,15841,17
8116,19264,17
8116,20701,16
8116,20705,16
8116,25947,16
8116,28914,16
8116,34254,17
8116,35403,17
8116,35995,17
8116,36305,17
8116,37899,17
8116,40648,16
8116,4,18
8116,37,20
8116,53,18
8116,64,18
8116,78,20
8116,99,19
8116,126,18
8116,129,20
8116,227,19
8116,257,19
8116,301,19
8116,307,20
8116,377,19
8116,379,19
8116,408,19
8116,428,19
8116,450,19
8116,960,20
8116,1034,18
8116,1084,20
8116,1104,19
8116,1105,19
8116,1126,19
8116,1135,18
8116,1153,20
8116,1300,19
8116,1315,18
8116,1316,18
8116,1319,18
8116,1341,18
8116,1409,20
8116,1480,19
8116,1485,19
8116,1496,20
8116,1497,20
8116,1524,20
8116,1711,18
8116,1763,18
8116,1856,19
8116,1860,20
8116,1967,20
8116,1980,19
8116,1989,19
8116,1990,18
8116,2028,21
8116,2195,18
8116,2204,19
8116,2243,19
8116,2262,20
8116,2274,19
8116,2407,17
8116,2418,20
8116,2714,19
8116,2729,18
8116,3036,18
8116,3082,19
8116,3107,19
8116,3109,20
8116,3140,20
8116,3265,22
8116,3310,19
8116,3391,19
8116,3576,19
8116,3777,18
8116,3832,20
8116,3882,20
8116,3893,20
8116,3894,20
8116,3937,20
8116,3969,19
8116,4177,18
8116,4190,20
8116,4241,20
8116,4303,20
8116,4343,20
8116,4510,18
8116,4549,20
8116,4590,23
8116,4633,19
8116,4686,20
8116,4852,20
8116,4967,19
8116,5047,19
8116,5056,19
8116,5327,18
8116,5403,18
8116,5424,20
8116,5500,20
8116,5521,20
8116,5650,19
8116,5676,20
8116,6447,19
8116,6448,19
8116,6613,20
8116,6615,20
8116,6700,19
8116,6785,18
8116,6850,18
8116,6897,19
8116,6963,20
8116,7022,19
8116,7190,19
8116,7319,19
8116,7339,20
8116,7468,19
8116,7469,19
8116,7544,19
8116,7764,20
8116,7869,19
8116,7895,20
8116,7946,19
8116,8571,19
8116,8627,19
8116,8711,18
8116,8889,20
8116,8893,18
8116,8949,19
8116,9129,17
8116,9274,20
8116,9334,19
8116,9614,19
8116,9641,19
8116,9679,20
8116,9769,19
8116,9926,21
8116,9944,19
8116,10092,19
8116,10095,18
8116,10108,18
8116,10134,19
8116,10247,19
8116,10254,20
8116,10292,18
8116,10319,20
8116,10337,20
8116,10557,17
8116,10907,19
8116,11063,18
8116,11146,18
8116,11395,19
8116,11422,18
8116,11585,19
8116,11807,19
8116,11808,19
8116,12324,18
8116,12355,20
8116,12536,20
8116,12543,20
8116,13050,19
8116,13271,19
8116,13374,19
8116,13467,19
8116,13747,19
8116,13908,20
8116,13947,19
8116,14219,20
8116,14285,19
8116,14454,18
8116,14560,19
8116,14561,18
8116,15064,19
8116,15507,20
8116,15839,19
8116,15874,19
8116,16369,20
8116,16585,18
8116,16602,19
8116,16637,20
8116,16872,18
8116,17586,19
8116,18530,18
8116,18881,18
8116,18977,19
8116,20565,19
8116,20696,19
8116,21043,18
8116,21071,19
8116,21331,19
8116,21332,19
8116,22368,20
8116,22993,20
8116,23247,19
8116,23495,19
8116,23526,19
8116,23721,19
8116,23784,18
8116,25315,19
8116,25529,20
8116,25737,19
8116,25934,18
8116,26304,18
8116,26332,18
8116,27892,20
8116,28162,19
8116,28328,19
8116,28367,18
8116,28512,19
8116,28571,19
8116,28596,20
8116,29522,19
8116,29789,19
8116,30002,18
8116,30013,19
8116,30026,19
8116,30615,19
8116,30808,18
8116,30972,19
8116,31136,18
8116,31897,19
8116,32303,20
8116,32872,19
8116,33168,20
8116,33688,19
8116,33689,19
8116,34144,18
8116,34216,18
8116,34222,19
8116,34223,19
8116,34264,19
8116,34412,19
8116,34632,19
8116,34728,19
8116,34873,20
8116,34936,20
8116,35215,19
8116,35269,19
8116,35383,19
8116,36522,20
8116,36598,19
8116,36652,19
8116,36658,19
8116,37146,19
8116,37506,19
8116,38309,19
8116,38310,19
8116,38434,19
8116,38963,20
8116,38969,20
8116,39372,19
8116,39373,19
8116,39961,19
8116,39968,20
8116,40198,19
8116,40403,19
8116,40757,18
8116,42363,19
8116,6,19
8116,65,18
8116,68,18
8116,642,20
8116,830,19
8116,986,20
8116,990,18
8116,1029,21
8116,1033,18
8116,1074,18
8116,1079,19
8116,1888,19
8116,2355,18
8116,2547,20
8116,2590,20
8116,2592,19
8116,2790,18
8116,2817,20
8116,2966,20
8116,3009,18
8116,3323,18
8116,3577,20
8116,3700,20
8116,4335,18
8116,4797,19
8116,5320,19
8116,5670,19
8116,6004,18
8116,6080,20
8116,6484,20
8116,6998,19
8116,7766,20
8116,8913,18
8116,9102,20
8116,9275,20
8116,9344,20
8116,9366,18
8116,10303,20
8116,11423,18
8116,12261,20
8116,13238,18
8116,14314,20
8116,15223,20
8116,19748,17
8116,20680,18
8116,21828,18
8116,23509,20
8116,23532,19
8116,24933,19
8116,27325,19
8116,31025,18
8116,31112,20
8116,32362,19
8116,34844,17
8116,35343,19
8116,37632,19
8116,41087,20
559,559,0
559,5726,4
559,152,4
559,40,6
559,149,6
559,645,6
559,717,6
559,4200,6
559,5460,6
559,6073,6
559,6074,6
559,11181,6
559,22445,6
559,6072,6
559,1131,8
559,1539,9
559,13071,8
559,7909,8
559,55,11
559,93,11
559,96,10
559,106,10
559,164,11
559,250,11
559,347,11
559,425,10
559,606,11
559,913,10
559,982,11
559,1371,10
559,3487,11
559,3936,11
559,4329,10
559,6496,11
559,10567,10
559,11015,10
559,11215,11
559,18104,11
559,19439,10
559,30,11
559,170,11
559,245,10
559,1540,10
559,6389,11
559,7833,11
559,90,12
559,136,13
559,213,13
559,260,12
559,346,13
559,802,13
559,1078,13
559,1317,13
559,1430,13
559,1884,13
559,2096,13
559,2324,13
559,2738,13
559,3343,12
559,4249,12
559,4618,13
559,6152,13
559,6286,13
559,6669,13
559,6800,12
559,7410,13
559,7413,12
559,7574,14
559,7795,12
559,7898,12
559,7962,12
559,8651,12
559,9900,12
559,10559,12
559,12430,13
559,14921,12
559,14929,12
559,17221,13
559,21823,12
559,22447,12
559,91,13
559,244,13
559,1136,12
559,2855,12
559,3179,12
559,7280,13
559,13479,13
559,15697,12
559,39,14
559,61,16
559,101,14
559,171,14
559,242,14
559,334,14
559,376,14
559,402,14
559,485,14
559,487,14
559,634,15
559,770,15
559,812,14
559,858,14
559,1016,14
559,1018,14
559,1025,15
559,1118,15
559,1453,15
559,1622,14
559,1626,15
559,1688,16
559,1703,14
559,2097,15
559,2198,14
559,2417,15
559,2479,14
559,2631,15
559,2687,14
559,2693,15
559,2745,15
559,2802,15
559,2865,14
559,2869,14
559,3181,14
559,3440,13
559,3595,15
559,3944,15
559,4256,15
559,4445,15
559,4511,16
559,4821,14
559,4962,15
559,5066,16
559,5256,15
559,6153,15
559,6261,15
559,6264,15
559,7124,16
559,7216,15
559,8161,15
559,8805,15
559,8959,14
559,9031,14
559,10098,15
559,10100,15
559,10566,15
559,12115,15
559,12206,15
559,13466,15
559,14972,15
559,14973,15
559,15843,15
559,15844,15
559,16597,14
559,20448,15
559,20679,14
559,20691,14
559,21824,14
559,22330,14
559,22444,14
559,22635,15
559,22766,16
559,23492,15
559,23539,16
559,24829,15
559,25528,15
559,27320,15
559,28587,14
559,29472,14
559,31573,14
559,32876,14
559,34876,15
559,36114,14
559,37658,15
559,39054,15
559,41420,15
559,602,15
559,769,15
559,1011,15
559,1101,14
559,1322,14
559,1635,15
559,1743,16
559,2413,15
559,2467,14
559,2486,16
559,3180,15
559,3758,16
559,10121,14
559,12325,14
559,13339,15
559,15378,14
559,15414,15
559,27583,14
559,28589,14
559,34208,14
559,34410,15
559,39567,14
559,21,16
559,29,18
559,45,18
559,51,17
559,58,16
559,117,16
559,165,17
559,230,17
559,251,17
559,265,17
559,412,16
559,462,16
559,474,17
559,526,20
559,576,17
559,810,17
559,892,17
559,949,16
559,985,18
559,1065,18
559,1088,17
559,1156,16
559,1318,17
559,1404,17
559,1439,16
559,1584,16
559,1621,16
559,1640,16
559,1731,16
559,1768,17
559,1828,18
559,1855,17
559,1969,17
559,1973,17
559,2012,16
559,2027,18
559,2050,17
559,2051,17
559,2079,16
559,2143,17
559,2350,17
559,2459,16
559,2629,17
559,2644,17
559,2692,18
559,2727,17
559,2821,16
559,2906,17
559,2964,18
559,3053,16
559,3056,17
559,3063,15
559,3362,17
559,3441,15
559,3666,18
559,3718,18
559,3753,17
559,3759,18
559,3760,18
559,3761,18
559,3776,17
559,3939,16
559,4141,17
559,4142,18
559,4492,16
559,4613,18
559,5014,17
559,5039,16
559,5297,17
559,5418,20
559,5496,17
559,5580,17
559,5594,16
559,6001,18
559,6035,16
559,6226,18
559,6263,17
559,6395,17
559,6578,17
559,6732,16
559,6896,17
559,7512,16
559,7567,17
559,7763,18
559,8152,18
559,8393,16
559,8510,16
559,9008,17
559,9599,16
559,9902,16
559,9930,16
559,9948,17
559,9981,18
559,10101,17
559,10300,17
559,10625,18
559,10945,17
559,10972,16
559,11129,17
559,11145,16
559,11424,16
559,13194,17
559,13231,16
559,13916,17
559,14311,18
559,14733,16
559,15693,16
559,15842,17
559,18877,16
559,18930,16
559,20115,16
559,20452,19
559,20477,16
559,20687,16
559,20690,17
559,20692,16
559,20695,16
559,20697,16
559,21019,17
559,21733,18
559,23527,17
559,23557,17
559,23611,17
559,24418,16
559,25923,18
559,25924,18
559,25931,18
559,27860,16
559,28148,17
559,28388,16
559,28430,16
559,28436,17
559,28556,17
559,29815,17
559,30298,17
559,31109,18
559,31110,18
559,31111,18
559,31568,16
559,32861,17
559,32866,17
559,34215,17
559,34221,17
559,35057,16
559,35317,17
559,35329,17
559,35330,17
559,35341,17
559,36116,16
559,36306,17
559,36649,17
559,37745,17
559,39370,17
559,39958,17
559,42160,17
559,42165,17
559,52,16
559,350,17
559,906,17
559,940,16
559,1014,16
559,1047,16
559,1436,17
559,1693,18
559,1939,16
559,1987,17
559,2024,16
559,2127,17
559,2622,16
559,3950,17
559,4263,17
559,4463,18
559,4935,17
559,5306,17
559,5343,18
559,5640,16
559,6216,16
559,6260,16
559,6265,17
559,6396,17
559,6756,17
559,6786,16
559,8124,18
559,9833,16
559,11572,17
559,12435,17
559,13232,16
559,15841,17
559,19264,17
559,20701,16
559,20705,16
559,25947,16
559,28914,16
559,34254,17
559,35403,17
559,35995,17
559,36305,17
559,37899,17
559,40648,17
559,4,18
559,37,20
559,53,18
559,64,18
559,78,20
559,99,19
559,126,18
559,129,20
559,227,19
559,257,19
559,301,19
559,307,20
559,377,19
559,379,19
559,408,19
559,428,19
559,450,19
559,960,20
559,1034,19
559,1084,20
559,1104,19
559,1105,19
559,1126,20
559,1135,18
559,1153,20
559,1300,19
559,1315,18
559,1316,18
559,1319,18
559,1341,18
559,1409,20
559,1480,19
559,1485,19
559,1496,20
559,1497,20
559,1524,20
559,1711,18
559,1763,18
559,1856,19
559,1860,20
559,1967,20
559,1980,19
559,1989,19
559,1990,18
559,2028,21
559,2195,18
559,2204,19
559,2243,19
559,2262,20
559,2274,19
559,2407,18
559,2418,20
559,2714,19
559,2729,17
559,3036,18
559,3082,19
559,3107,20
559,3109,20
559,3140,20
559,3265,22
559,3310,19
559,3391,19
559,3576,19
559,3777,18
559,3832,20
559,3882,20
559,3893,20
559,3894,20
559,3937,20
559,3969,19
559,4177,18
559,4190,20
559,4241,20
559,4303,20
559,4343,20
559,4510,18
559,4549,20
559,4590,23
559,4633,19
559,4686,20
559,4852,20
559,4967,19
559,5047,20
559,5056,19
559,5327,18
559,5403,18
559,5424,20
559,5500,20
559,5521,20
559,5650,19
559,5676,20
559,6447,19
559,6448,19
559,6613,20
559,6615,20
559,6700,19
559,6785,18
559,6850,18
559,6897,19
559,6963,20
559,7022,19
559,7190,19
559,7319,19
559,7339,20
559,7468,20
559,7469,20
559,7544,19
559,7764,20
559,7869,19
559,7895,20
559,7946,19
559,8571,19
559,8627,19
559,8711,19
559,8889,20
559,8893,18
559,8949,19
559,9129,18
559,9274,20
559,9334,20
559,9614,19
559,9641,20
559,9679,20
559,9769,19
559,9926,21
559,9944,19
559,10092,19
559,10095,18
559,10108,18
559,10134,19
559,10247,19
559,10254,20
559,10292,19
559,10319,20
559,10337,20
559,10557,18
559,10907,19
559,11063,18
559,11146,18
559,11395,19
559,11422,18
559,11585,19
559,11807,19
559,11808,19
559,12324,18
559,12355,20
559,12536,20
559,12543,20
559,13050,19
559,13271,19
559,13374,19
559,13467,19
559,13747,19
559,13908,20
559,13947,19
559,14219,20
559,14285,19
559,14454,18
559,14560,19
559,14561,18
559,15064,19
559,15507,20
559,15839,19
559,15874,19
559,16369,20
559,16585,18
559,16602,19
559,16637,20
559,16872,18
559,17586,19
559,18530,18
559,18881,18
559,18977,19
559,20565,19
559,20696,19
559,21043,18
559,21071,19
559,21331,19
559,21332,19
559,22368,20
559,22993,20
559,23247,19
559,23495,19
559,23526,19
559,23721,19
559,23784,17
559,25315,19
559,25529,20
559,25737,19
559,25934,18
559,26304,19
559,26332,18
559,27892,20
559,28162,19
559,28328,19
559,28367,18
559,28512,19
559,28571,19
559,28596,20
559,29522,19
559,29789,19
559,30002,19
559,30013,19
559,30026,19
559,30615,19
559,30808,18
559,30972,19
559,31136,18
559,31897,20
559,32303,20
559,32872,19
559,33168,20
559,33688,19
559,33689,19
559,34144,18
559,34216,19
559,34222,19
559,34223,19
559,34264,19
559,34412,19
559,34632,19
559,34728,19
559,34873,20
559,34936,20
559,35215,19
559,35269,19
559,35383,19
559,36522,20
559,36598,19
559,36652,19
559,36658,19
559,37146,19
559,37506,19
559,38309,19
559,38310,19
559,38434,19
559,38963,20
559,38969,20
559,39372,19
559,39373,19
559,39961,19
559,39968,20
559,40198,20
559,40403,19
559,40757,18
559,42363,19
559,6,19
559,65,18
559,68,18
559,642,20
559,830,19
559,986,20
559,990,18
559,1029,21
559,1033,19
559,1074,18
559,1079,19
559,1888,19
559,2355,19
559,2547,20
559,2590,20
559,2592,19
559,2790,18
559,2817,20
559,2966,20
559,3009,18
559,3323,17
559,3577,20
559,3700,20
559,4335,18
559,4797,19
559,5320,19
559,5670,19
559,6004,18
559,6080,20
559,6484,20
559,6998,19
559,7766,20
559,8913,18
559,9102,20
559,9275,20
559,9344,20
559,9366,18
559,10303,20
559,11423,18
559,12261,20
559,13238,18
559,14314,20
559,15223,20
559,19748,18
559,20680,18
559,21828,18
559,23509,20
559,23532,19
559,24933,19
559,27325,19
559,31025,18
559,31112,20
559,32362,19
559,34844,18
559,35343,19
559,37632,19
559,41087,20
5726,5726,0
5726,152,3
5726,40,5
5726,149,5
5726,645,5
5726,717,5
5726,4200,5
5726,5460,5
5726,6073,5
5726,6074,3
5726,11181,3
5726,22445,5
5726,6072,5
5726,1131,7
5726,1539,8
5726,13071,7
5726,7909,7
5726,55,10
5726,93,10
5726,96,9
5726,106,9
5726,164,10
5726,250,10
5726,347,10
5726,425,9
5726,606,10
5726,913,9
5726,982,10
5726,1371,9
5726,3487,10
5726,3936,10
5726,4329,9
5726,6496,10
5726,10567,9
5726,11015,9
5726,11215,10
5726,18104,10
5726,19439,9
5726,30,10
5726,170,10
5726,245,9
5726,1540,9
5726,6389,10
5726,7833,10
5726,90,11
5726,136,12
5726,213,12
5726,260,11
5726,346,12
5726,802,12
5726,1078,12
5726,1317,12
5726,1430,12
5726,1884,12
5726,2096,12
5726,2324,12
5726,2738,11
5726,3343,11
5726,4249,11
5726,4618,12
5726,6152,12
5726,6286,12
5726,6669,12
5726,6800,11
5726,7410,12
5726,7413,9
5726,7574,13
5726,7795,9
5726,7898,11
5726,7962,11
5726,8651,11
5726,9900,11
5726,10559,11
5726,12430,12
5726,14921,11
5726,14929,9
5726,17221,12
5726,21823,11
5726,22447,11
5726,91,12
5726,244,12
5726,1136,11
5726,2855,11
5726,3179,11
5726,7280,12
5726,13479,12
5726,15697,11
5726,39,12
5726,61,15
5726,101,13
5726,171,13
5726,242,13
5726,334,13
5726,376,13
5726,402,13
5726,485,13
5726,487,13
5726,634,14
5726,770,14
5726,812,13
5726,858,13
5726,1016,13
5726,1018,13
5726,1025,14
5726,1118,14
5726,1453,14
5726,1622,13
5726,1626,14
5726,1688,15
5726,1703,13
5726,2097,14
5726,2198,13
5726,2417,14
5726,2479,13
5726,2631,14
5726,2687,13
5726,2693,14
5726,2745,14
5726,2802,13
5726,2865,13
5726,2869,13
5726,3181,13
5726,3440,13
5726,3595,14
5726,3944,14
5726,4256,14
5726,4445,14
5726,4511,15
5726,4821,13
5726,4962,13
5726,5066,15
5726,5256,14
5726,6153,14
5726,6261,14
5726,6264,14
5726,7124,15
5726,7216,14
5726,8161,14
5726,8805,14
5726,8959,11
5726,9031,13
5726,10098,14
5726,10100,14
5726,10566,14
5726,12115,14
5726,12206,14
5726,13466,14
5726,14972,14
5726,14973,14
5726,15843,14
5726,15844,14
5726,16597,13
5726,20448,14
5726,20679,13
5726,20691,13
5726,21824,13
5726,22330,13
5726,22444,13
5726,22635,14
5726,22766,15
5726,23492,13
5726,23539,15
5726,24829,14
5726,25528,14
5726,27320,14
5726,28587,12
5726,29472,13
5726,31573,12
5726,32876,13
5726,34876,14
5726,36114,12
5726,37658,12
5726,39054,14
5726,41420,14
5726,602,14
5726,769,14
5726,1011,14
5726,1101,13
5726,1322,13
5726,1635,14
5726,1743,15
5726,2413,14
5726,2467,13
5726,2486,15
5726,3180,14
5726,3758,15
5726,10121,12
5726,12325,13
5726,13339,14
5726,15378,13
5726,15414,14
5726,27583,13
5726,28589,12
5726,34208,13
5726,34410,14
5726,39567,13
5726,21,15
5726,29,17
5726,45,17
5726,51,16
5726,58,15
5726,117,15
5726,165,16
5726,230,16
5726,251,16
5726,265,16
5726,412,15
5726,462,15
5726,474,16
5726,526,19
5726,576,16
5726,810,16
5726,892,16
5726,949,15
5726,985,17
5726,1065,17
5726,1088,16
5726,1156,15
5726,1318,16
5726,1404,15
5726,1439,15
5726,1584,15
5726,1621,15
5726,1640,15
5726,1731,14
5726,1768,16
5726,1828,17
5726,1855,16
5726,1969,15
5726,1973,15
5726,2012,15
5726,2027,17
5726,2050,16
5726,2051,16
5726,2079,15
5726,2143,16
5726,2350,16
5726,2459,15
5726,2629,15
5726,2644,16
5726,2692,17
5726,2727,16
5726,2821,15
5726,2906,16
5726,2964,17
5726,3053,15
5726,3056,16
5726,3063,15
5726,3362,16
5726,3441,15
5726,3666,17
5726,3718,17
5726,3753,16
5726,3759,17
5726,3760,17
5726,3761,17
5726,3776,16
5726,3939,16
5726,4141,16
5726,4142,17
5726,4492,15
5726,4613,17
5726,5014,16
5726,5039,15
5726,5297,16
5726,5418,19
5726,5496,16
5726,5580,16
5726,5594,15
5726,6001,17
5726,6035,15
5726,6226,15
5726,6263,16
5726,6395,15
5726,6578,16
5726,6732,15
5726,6896,16
5726,7512,15
5726,7567,16
5726,7763,17
5726,8152,17
5726,8393,15
5726,8510,15
5726,9008,16
5726,9599,15
5726,9902,15
5726,9930,15
5726,9948,16
5726,9981,17
5726,10101,16
5726,10300,15
5726,10625,17
5726,10945,16
5726,10972,15
5726,11129,16
5726,11145,15
5726,11424,15
5726,13194,16
5726,13231,15
5726,13916,16
5726,14311,17
5726,14733,15
5726,15693,15
5726,15842,16
5726,18877,15
5726,18930,15
5726,20115,15
5726,20452,18
5726,20477,15
5726,20687,15
5726,20690,16
5726,20692,15
5726,20695,15
5726,20697,15
5726,21019,15
5726,21733,17
5726,23527,16
5726,23557,16
5726,23611,16
5726,24418,15
5726,25923,17
5726,25924,17
5726,25931,17
5726,27860,15
5726,28148,16
5726,28388,15
5726,28430,15
5726,28436,16
5726,28556,16
5726,29815,16
5726,30298,16
5726,31109,17
5726,31110,17
5726,31111,17
5726,31568,13
5726,32861,16
5726,32866,16
5726,34215,16
5726,34221,16
5726,35057,15
5726,35317,16
5726,35329,15
5726,35330,16
5726,35341,16
5726,36116,14
5726,36306,16
5726,36649,15
5726,37745,16
5726,39370,16
5726,39958,16
5726,42160,14
5726,42165,14
5726,52,15
5726,350,15
5726,906,16
5726,940,15
5726,1014,15
5726,1047,15
5726,1436,16
5726,1693,17
5726,1939,15
5726,1987,16
5726,2024,15
5726,2127,16
5726,2622,15
5726,3950,16
5726,4263,16
5726,4463,17
5726,4935,16
5726,5306,16
5726,5343,15
5726,5640,15
5726,6216,15
5726,6260,15
5726,6265,16
5726,6396,16
5726,6756,16
5726,6786,15
5726,8124,17
5726,9833,15
5726,11572,16
5726,12435,16
5726,13232,15
5726,15841,16
5726,19264,16
5726,20701,15
5726,20705,15
5726,25947,15
5726,28914,15
5726,34254,16
5726,35403,16
5726,35995,16
5726,36305,16
5726,37899,16
5726,40648,15
5726,4,17
5726,37,19
5726,53,17
5726,64,17
5726,78,19
5726,99,18
5726,126,17
5726,129,19
5726,227,18
5726,257,18
5726,301,18
5726,307,19
5726,377,18
5726,379,18
5726,408,18
5726,428,18
5726,450,18
5726,960,19
5726,1034,17
5726,1084,19
5726,1104,18
5726,1105,18
5726,1126,18
5726,1135,17
5726,1153,19
5726,1300,18
5726,1315,17
5726,1316,17
5726,1319,17
5726,1341,17
5726,1409,19
5726,1480,18
5726,1485,18
5726,1496,19
5726,1497,19
5726,1524,19
5726,1711,17
5726,1763,17
5726,1856,18
5726,1860,19
5726,1967,19
5726,1980,18
5726,1989,18
5726,1990,17
5726,2028,20
5726,2195,17
5726,2204,18
5726,2243,18
5726,2262,19
5726,2274,18
5726,2407,15
5726,2418,19
5726,2714,18
5726,2729,17
5726,3036,17
5726,3082,18
5726,3107,18
5726,3109,19
5726,3140,19
5726,3265,21
5726,3310,18
5726,3391,18
5726,3576,18
5726,3777,17
5726,3832,19
5726,3882,19
5726,3893,19
5726,3894,19
5726,3937,19
5726,3969,18
5726,4177,17
5726,4190,19
5726,4241,19
